ID;Usia;Jenis_Kelamin;Status_Pernikahan;Pendidikan;Jumlah_Anak;Wilayah;Jenis_Pekerjaan;Lama_Bekerja_Tahun;Pendapatan_Bulanan;Pengeluaran_Bulanan;Nilai_Aset;Hutang_Existing;Kepemilikan_Rumah;Riwayat_Kredit;Skor_Kesehatan_Keuangan;Jumlah_Rekening;Tujuan_Pinjaman;Jumlah_Pinjaman;Tenor_Bulan;Layak_Kredit
798;21;Laki-laki;Lajang;S1;4;Kalimantan;Freelance;6;10826275;8542180;465724339;51035112;Sewa;Baik;547;2;Modal Usaha;145474824;84;Layak
799;49;Perempuan;Duda/Janda;SMA;4;Jawa;Swasta;6;7497445;3663401;694914576;61093822;Kontrak;Buruk;363;4;Modal Usaha;7741404;60;Tidak Layak
800;25;Perempuan;Menikah;S1;3;Sulawesi;Swasta;17;3198076;2737240;730955614;119729517;Milik Sendiri;Cukup;309;1;Renovasi Rumah;156467456;48;Tidak Layak
801;63;Perempuan;Menikah;S2;4;Sumatera;Freelance;1;12097875;12271539;778331192;37438256;Kontrak;Baik;634;4;Modal Usaha;10467041;84;Layak
802;29;Perempuan;Menikah;D3;5;JAWA;Freelance;31;4519469;3703362;421325814;148156266;Sewa;Buruk;702;1;Konsumtif;54340472;36;Tidak Layak
803;39;Laki-laki;Lajang;S1;5;Jawa;Swasta;33;9012496;7232876;106827080;;Milik Sendiri;Tidak Ada Riwayat;699;4;Modal Usaha;150449101;60;Tidak Layak
804;50;Laki-laki;Lajang;SMA;2;Kalimantan;Tidak Bekerja;0;246341;500000;145132479;88725467;Kontrak;Cukup;767;1;Renovasi Rumah;172385550;36;Tidak Layak
805;41;Laki-laki;Lajang;SMA;5;Jawa;Freelance;34;4588232;1459667;141954429;93981368;Milik Sendiri;Baik;337;5;Modal Usaha;132329845;36;Layak
806;53;Laki-laki;Lajang;S1;1;Sumatera;PNS;26;4867878;4207870;192012084;124902858;Milik Sendiri;Baik;658;5;Renovasi Rumah;41850781;48;Layak
807;49;Laki-laki;Lajang;S1;3;Kalimantan;Swasta;12;15822703;7670687;;128827499;Milik Sendiri;Buruk;404;5;Renovasi Rumah;189967882;84;Tidak Layak
808;50;Perempuan;Lajang;SMA;3;Bali;Swasta;29;9619321;6710413;60967176;20296559;Milik Sendiri;Baik;377;5;Modal Usaha;169520164;36;Layak
809;30;Laki-laki;Lajang;SMA;2;Sumatera;Wirausaha;27;4849148;3102571;460369742;4562578;Sewa;Baik;719;3;Investasi;189655390;60;Layak
810;27;Laki-laki;Menikah;SMP;2;Jawa;Swasta;25;16440735;14006457;749874560;68288149;Menumpang;Baik;666;5;Modal Usaha;53837323;60;Layak
811;21;Perempuan;Duda/Janda;SMA;3;Sulawesi;Swasta;21;15031311;14289762;64114022;110624900;Milik Sendiri;Cukup;529;5;Modal Usaha;95527976;60;Layak
812;30;Perempuan;Menikah;D3;3;Bali;Freelance;9;10616555;9838932;391589775;78191150;Sewa;Tidak Ada Riwayat;679;3;Renovasi Rumah;53552891;24;Tidak Layak
813;31;Laki-laki;Menikah;SMA;5;NTT/NTB;Swasta;16;4461025;5227477;186677122;9156096;Menumpang;Baik;750;4;Modal Usaha;110237261;12;Layak
814;63;Laki-laki;Menikah;S1;2;Sulawesi;Swasta;15;1936783;1382329;114686915;42122687;Milik Sendiri;Baik;596;1;Investasi;73210050;12;Tidak Layak
815;52;Perempuan;Menikah;SMA;2;Sumatera;Wirausaha;15;13943708;5677614;317939313;56548811;Sewa;Buruk;591;5;Pendidikan;60578875;12;Layak
816;32;Laki-laki;Menikah;SMA;2;Jawa;Swasta;1;2788656;2944103;37794361;81009725;Kontrak;Buruk;328;1;Modal Usaha;64812928;36;Tidak Layak
817;34;Perempuan;Menikah;SMA;3;Sumatera;Wirausaha;6;7357222;2361000;723358184;89429026;Sewa;Cukup;703;3;Kesehatan;173883910;84;Layak
818;54;Laki-laki;Menikah;D3;0;Jawa;PNS;33;5054640;1516585;604768134;26316089;Kontrak;Baik;635;3;Modal Usaha;94836031;60;Layak
819;31;Perempuan;Menikah;SMA;0;Sulawesi;Tidak Bekerja;0;145466;500000;193880495;51460976;Menumpang;Tidak Ada Riwayat;656;1;Renovasi Rumah;30796763;84;Tidak Layak
820;58;Laki-laki;Lajang;S2;0;NTT/NTB;PNS;33;4822143;1731383;592493657;39870227;Sewa;Baik;584;2;Renovasi Rumah;119510414;24;Layak
821;51;Perempuan;Menikah;S2;5;Jawa;Swasta;31;6411558;2500046;298370055;112026251;Milik Sendiri;Cukup;827;2;Pendidikan;116312024;24;Tidak Layak
822;25;Perempuan;Menikah;S1;3;Bali;PNS;22;13563615;6668283;174616554;17160677;Kontrak;Cukup;573;3;Modal Usaha;187768791;36;Layak
823;42;Perempuan;Menikah;D3;3;Jawa;Swasta;11;11531872;7725761;526218314;5479417;Menumpang;Buruk;833;4;Konsumtif;28107802;84;Layak
824;51;Laki-laki;Lajang;SMA;5;Sulawesi;Swasta;17;11933338;9391123;;129882131;Milik Sendiri;Buruk;461;5;Modal Usaha;110713145;12;Tidak Layak
825;54;Perempuan;Lajang;S1;2;Sumatera;PNS;3;3528975;2100515;339153080;52597541;Milik Sendiri;Cukup;623;1;Investasi;145734869;24;Tidak Layak
826;49;Perempuan;Duda/Janda;SMP;2;Jawa;Tidak Bekerja;;187809;500000;116614294;98278429;Kontrak;Cukup;334;1;Modal Usaha;35322580;48;Tidak Layak
827;53;Perempuan;Lajang;S1;5;Jawa;PNS;22;9784308;7731878;416413215;63543807;Milik Sendiri;Baik;341;1;Pendidikan;189327991;60;Layak
828;49;Perempuan;Lajang;SMA;4;Kalimantan;Swasta;19;3004647;939449;221656030;56663494;Kontrak;Buruk;833;4;Renovasi Rumah;68148759;48;Tidak Layak
829;56;Perempuan;Menikah;D3;3;Sumatera;Swasta;14;6972625;3493028;529419633;;Menumpang;Tidak Ada Riwayat;667;2;Renovasi Rumah;92455103;36;Tidak Layak
830;26;Perempuan;Lajang;S1;5;Sumatera;PNS;14;13447428;6711902;675207222;65141907;Milik Sendiri;Cukup;689;2;Modal Usaha;163988935;48;Layak
831;39;Laki-laki;Lajang;SMA;0;Kalimantan;Wirausaha;27;6740577;5357277;298329594;12532430;Kontrak;Baik;660;1;Konsumtif;166257990;12;Layak
832;41;Laki-laki;Lajang;SMA;1;Jawa;PNS;15;14130516;6634238;124997851;9587393;Milik Sendiri;Cukup;433;1;Modal Usaha;38002603;12;Layak
833;60;Perempuan;Menikah;S1;4;Jawa;PNS;16;4133427;4104992;388245371;70835291;Kontrak;Tidak Ada Riwayat;634;3;Pendidikan;180018343;60;Tidak Layak
834;32;Perempuan;Lajang;D3;2;Sumatera;Swasta;17;13210480;5406720;551900945;133673439;Kontrak;Buruk;764;1;Kesehatan;27968667;48;Layak
835;56;Perempuan;Duda/Janda;SMA;2;Kalimantan;Freelance;15;12510329;7693581;568267517;1282415;Milik Sendiri;Baik;543;3;Konsumtif;101502931;84;Layak
836;46;Perempuan;Lajang;D3;0;Kalimantan;Wirausaha;13;12611636;14922472;62955514;72388757;Milik Sendiri;Baik;578;1;Pendidikan;155047798;84;Layak
837;47;Perempuan;Lajang;SMP;3;Kalimantan;Swasta;29;13541424;4620618;628700021;25299846;Milik Sendiri;Baik;529;3;Modal Usaha;182989530;12;Layak
838;37;Laki-laki;Lajang;SD;1;Sulawesi;PNS;25;4440444;1993668;81199249;;Milik Sendiri;Tidak Ada Riwayat;347;5;Modal Usaha;138856870;84;Tidak Layak
839;51;Laki-laki;Menikah;SD;5;Jawa;Tidak Bekerja;;491628;500000;594485313;;Milik Sendiri;Tidak Ada Riwayat;312;3;Renovasi Rumah;185755680;48;Tidak Layak
840;19;Perempuan;Duda/Janda;S1;4;Sumatera;Wirausaha;20;13738413;4151421;201558728;89284624;Menumpang;Baik;678;1;Modal Usaha;197200912;24;Layak
841;49;Perempuan;Menikah;SMP;5;Jawa;Swasta;7;15155103;15991612;647643153;112786523;Kontrak;Buruk;412;3;Pendidikan;196819690;84;Layak
842;51;Perempuan;Lajang;SMA;3;Jawa;Swasta;22;1768025;946034;727545276;113076099;Sewa;Buruk;312;4;Modal Usaha;69863844;48;Tidak Layak
843;36;Laki-laki;Menikah;S1;5;Jawa;Freelance;21;2932220;1493320;536672513;;Menumpang;Tidak Ada Riwayat;767;1;Pendidikan;105464069;60;Tidak Layak
844;38;Laki-laki;Menikah;D3;1;Kalimantan;Wirausaha;9;5602704;4033529;;;Milik Sendiri;Tidak Ada Riwayat;803;5;Investasi;131824881;36;Tidak Layak
845;64;Perempuan;Menikah;SMA;5;Kalimantan;Swasta;28;6884366;6163716;202111264;43849591;Kontrak;Cukup;781;1;Pendidikan;71860844;36;Layak
846;26;Perempuan;Menikah;SD;5;Sumatera;Freelance;22;14717103;7650936;627370073;51739668;Milik Sendiri;Baik;773;1;Modal Usaha;134273865;12;Layak
847;26;Perempuan;Cerai;SMA;2;Sumatera;Swasta;10;6383147;2671270;88495550;92290851;Sewa;Cukup;751;4;Modal Usaha;15388023;12;Tidak Layak
848;61;Laki-laki;Menikah;D3;5;Kalimantan;Swasta;8;2436716;2148043;200420857;16465647;Sewa;Baik;414;1;Konsumtif;24582747;36;Layak
849;42;Laki-laki;Lajang;SMA;2;Jawa;Swasta;29;3021377;1233779;203010688;107280323;Milik Sendiri;Buruk;557;1;Renovasi Rumah;40428404;36;Tidak Layak
850;53;Perempuan;Menikah;SMA;5;Jawa;Swasta;5;12704262;10324561;40040680;120025705;Milik Sendiri;Cukup;802;5;Modal Usaha;39957570;36;Layak
851;51;Perempuan;Lajang;SD;2;Sumatera;Swasta;8;14550756;12989886;765328621;81210000;Kontrak;Buruk;394;5;Investasi;57188703;84;Layak
852;62;Perempuan;Menikah;D3;0;Sumatera;Swasta;24;7502550;3822273;140162202;23238689;Milik Sendiri;Cukup;818;2;Konsumtif;179862820;24;Tidak Layak
853;43;Laki-laki;Duda/Janda;D3;4;Jawa;Swasta;11;9131367;6375648;157651505;90342763;Sewa;Baik;549;3;Modal Usaha;150543695;84;Layak
854;47;Perempuan;Lajang;S1;3;Jawa;Swasta;5;14779272;5777367;174960121;40291130;Kontrak;Cukup;465;2;Pendidikan;90555854;84;Layak
855;60;Perempuan;Lajang;SMA;5;Sulawesi;Swasta;5;5507910;1794139;376285746;58270453;Milik Sendiri;Tidak Ada Riwayat;674;2;Investasi;186966844;84;Tidak Layak
856;59;Perempuan;Menikah;S1;5;Jawa;Wirausaha;21;;10150231;414486792;21213072;Sewa;Cukup;351;1;Pendidikan;190851094;36;Layak
857;34;Perempuan;Menikah;SMA;0;Sulawesi;Freelance;16;12966650;13917492;204376796;107085515;Kontrak;Baik;662;4;Renovasi Rumah;105668488;48;Layak
858;28;Laki-laki;Lajang;D3;4;Kalimantan;Swasta;25;4680184;1860946;148692776;39260169;Milik Sendiri;Cukup;310;5;Modal Usaha;176533629;12;Tidak Layak
859;59;Laki-laki;Menikah;S1;4;Jawa;Wirausaha;6;16630783;17802128;17393433;98387873;Menumpang;Cukup;808;5;Pendidikan;79987241;60;Layak
860;35;Perempuan;Menikah;S1;3;Kalimantan;PNS;16;11656088;4043533;435044911;128131686;Kontrak;Baik;723;5;Pendidikan;75396728;12;Layak
861;35;Perempuan;Menikah;SMA;0;Jawa;Wirausaha;17;8754785;9317869;270929090;122116865;Sewa;Buruk;768;1;Konsumtif;23571248;36;Tidak Layak
862;40;Perempuan;Duda/Janda;S1;0;Sumatera;Freelance;29;1682170;1230977;735172268;46922427;Menumpang;Cukup;821;2;Modal Usaha;129781157;48;Layak
863;21;Laki-laki;Lajang;S1;0;Jawa;Tidak Bekerja;0;487488;500000;209622544;88730879;Milik Sendiri;Cukup;606;5;Renovasi Rumah;83204302;60;Tidak Layak
864;59;Perempuan;Menikah;SMP;0;Jawa;Swasta;32;15296736;12057714;481697647;113411161;Milik Sendiri;Cukup;498;4;Kesehatan;52445650;48;Layak
865;43;Perempuan;Lajang;S1;4;Sumatera;Swasta;21;12102020;13636437;415410062;5162525;Milik Sendiri;Baik;762;1;Pendidikan;28752654;48;Layak
866;41;Perempuan;Menikah;SMA;2;Jawa;Swasta;16;6485978;4256395;119463692;90126395;Kontrak;Baik;467;3;Konsumtif;199509136;36;Layak
867;37;Laki-laki;Menikah;SD;3;Kalimantan;Swasta;11;6466057;6270721;602764785;41991712;Kontrak;Cukup;721;2;Investasi;191783386;48;Layak
868;44;Perempuan;Menikah;SMA;3;Jawa;Swasta;7;15091300;11364033;666135443;77749021;Milik Sendiri;Baik;641;2;Investasi;138272861;60;Layak
869;29;Laki-laki;Cerai;S1;4;Sumatera;Tidak Bekerja;0;232597;500000;701608134;117004153;Milik Sendiri;Cukup;815;1;Konsumtif;108041318;36;Tidak Layak
870;36;Perempuan;Menikah;S1;2;Sumatera;Swasta;8;2213848;1784814;301714605;114807974;Milik Sendiri;Cukup;565;5;Modal Usaha;15039849;60;Tidak Layak
871;25;Laki-laki;Duda/Janda;SMP;1;Jawa;Wirausaha;1;3220008;3049085;104961285;80381564;Menumpang;Buruk;569;1;Modal Usaha;30985233;12;Tidak Layak
872;55;Perempuan;Menikah;SD;1;Kalimantan;PNS;15;;7696148;651322648;105160649;Sewa;Buruk;823;3;Renovasi Rumah;132237535;48;Layak
873;56;Perempuan;Lajang;SD;1;Jawa;PNS;12;11276210;3742580;533813434;66027805;Sewa;Cukup;462;1;Pendidikan;109575796;84;Layak
874;58;Perempuan;Menikah;SMA;2;Jawa;Swasta;8;12916639;9657402;361482828;2394707;Milik Sendiri;Cukup;325;1;Pendidikan;101560896;24;Layak
875;43;Perempuan;Menikah;SMP;5;Jawa;Swasta;22;9358743;10361835;88078078;61046693;Kontrak;Baik;699;4;Renovasi Rumah;154639320;84;Layak
876;55;Perempuan;Menikah;SMP;4;Bali;Swasta;14;11567289;8447335;226890602;84492701;Kontrak;Baik;649;2;Investasi;66918363;60;Layak
877;45;Laki-laki;Lajang;D3;4;Kalimantan;Swasta;22;11332921;7333771;;25532177;Milik Sendiri;Baik;450;4;Renovasi Rumah;9828989;60;Layak
878;23;Perempuan;Duda/Janda;S1;2;Sumatera;Wirausaha;8;12923733;12875258;;77007125;Sewa;Cukup;450;2;Modal Usaha;55279333;60;Layak
879;63;Laki-laki;Menikah;SMP;5;Sumatera;PNS;25;11427243;3745577;712360574;101360538;Sewa;Buruk;438;1;Modal Usaha;80440414;12;Layak
880;57;Perempuan;Lajang;D3;4;Sulawesi;Swasta;21;5700788;3739330;548968313;64293561;Kontrak;Cukup;687;2;Modal Usaha;86578343;12;Layak
881;30;Laki-laki;Cerai;SMA;5;Jawa;Swasta;15;14173130;13373369;218009571;97615257;Milik Sendiri;Baik;573;4;Kesehatan;175086202;36;Layak
882;33;Laki-laki;Menikah;S1;4;Kalimantan;PNS;21;;2272402;111611202;126079217;Milik Sendiri;Baik;817;4;Kesehatan;175355914;60;Tidak Layak
883;52;Perempuan;Menikah;S1;1;Sulawesi;Wirausaha;30;12678954;13214093;9720133;138996616;Milik Sendiri;Baik;630;1;Konsumtif;32837629;60;Layak
884;27;Laki-laki;Lajang;SMP;5;Sumatera;Swasta;19;11639394;11041167;568290514;145197309;Milik Sendiri;Baik;845;4;Konsumtif;71087638;12;Layak
885;52;Perempuan;Lajang;SMA;5;Jawa;Wirausaha;10;6817411;6319301;472558112;1980897;Milik Sendiri;Baik;437;1;Renovasi Rumah;143102260;36;Layak
886;49;Laki-laki;Cerai;SMA;2;Sumatera;Swasta;4;3255021;1106793;506092299;27520929;Milik Sendiri;Cukup;846;2;Kesehatan;173673096;36;Layak
887;32;Laki-laki;Lajang;SMA;1;Jawa;Freelance;2;9838781;8811210;527053075;;Sewa;Tidak Ada Riwayat;749;2;Modal Usaha;75125751;48;Tidak Layak
888;41;Laki-laki;Lajang;D3;2;Sumatera;Swasta;24;9310137;8788096;468972952;89567616;Milik Sendiri;Cukup;752;4;Kesehatan;131681731;84;Layak
889;36;Laki-laki;Lajang;SMA;1;Sumatera;PNS;26;4849715;3903799;506201232;92470825;Milik Sendiri;Tidak Ada Riwayat;478;1;Kesehatan;120352596;36;Tidak Layak
890;19;Perempuan;Duda/Janda;SMA;1;Kalimantan;PNS;13;10058371;9623086;493387060;131360931;Sewa;Buruk;687;1;Modal Usaha;198168471;84;Tidak Layak
891;63;Laki-laki;Duda/Janda;S1;0;Sumatera;Swasta;14;13074899;14002972;86446040;45289772;Milik Sendiri;Baik;628;2;Renovasi Rumah;142776401;24;Layak
892;37;Perempuan;Menikah;S1;5;Sumatera;Swasta;7;4802167;5650167;268057576;90497184;Milik Sendiri;Buruk;677;1;Investasi;44336270;60;Tidak Layak
893;33;Perempuan;Lajang;D3;0;Sumatera;Swasta;25;8143714;5927530;623157697;125551905;Milik Sendiri;Cukup;613;1;Renovasi Rumah;103306263;48;Layak
894;30;Perempuan;Menikah;S1;5;Jawa;Tidak Bekerja;0;241958;500000;205550048;133030241;Milik Sendiri;Buruk;776;2;Renovasi Rumah;14300064;84;Tidak Layak
895;30;Perempuan;Menikah;S1;1;Jawa;Swasta;11;5161874;2721975;611963479;42648812;Sewa;Buruk;474;3;Renovasi Rumah;84227193;36;Tidak Layak
896;40;Laki-laki;Cerai;D3;1;Bali;Wirausaha;28;4733311;5555606;72636471;132333555;Sewa;Buruk;791;3;Konsumtif;198101490;48;Tidak Layak
897;35;Laki-laki;Menikah;SMA;5;Jawa;Tidak Bekerja;0;42209;500000;;27546825;Sewa;Baik;784;3;Modal Usaha;46026188;36;Layak
898;45;Perempuan;Lajang;D3;3;Bali;Swasta;33;17034610;11637472;163449727;3626594;Milik Sendiri;Buruk;666;1;Renovasi Rumah;94916849;36;Layak
899;21;Perempuan;Menikah;SMA;5;Sumatera;Swasta;10;10379660;5476421;602236149;137978003;Milik Sendiri;Baik;513;3;Renovasi Rumah;47664750;84;Layak
900;46;Perempuan;Duda/Janda;S1;0;Sulawesi;Wirausaha;23;7208656;7222385;342942671;18194923;Milik Sendiri;Baik;775;3;Investasi;76168358;84;Layak
901;64;Perempuan;Menikah;SMA;0;Jawa;PNS;18;6752557;2167326;417788996;1936386;Milik Sendiri;Baik;487;5;Pendidikan;60034768;36;Layak
902;58;Perempuan;Menikah;S1;4;Jawa;Freelance;29;;5086268;527873686;12460847;Sewa;Cukup;321;4;Renovasi Rumah;47797696;24;Layak
903;50;Laki-laki;Menikah;D3;0;Jawa;Wirausaha;19;14796564;8889083;196156558;11468240;Milik Sendiri;Buruk;808;4;Pendidikan;35837821;36;Layak
904;27;Laki-laki;Lajang;D3;2;Sulawesi;Wirausaha;20;3365348;3927605;485255981;100522757;Milik Sendiri;Baik;797;1;Modal Usaha;20928537;36;Layak
905;20;Laki-laki;Menikah;SMA;3;Sumatera;Tidak Bekerja;0;64831;500000;491998651;;Milik Sendiri;Tidak Ada Riwayat;421;1;Modal Usaha;29484474;60;Tidak Layak
906;57;Perempuan;Lajang;SMA;5;Sulawesi;PNS;1;14278566;12907162;34501894;12819133;Kontrak;Cukup;747;4;Renovasi Rumah;83628075;24;Layak
907;49;Laki-laki;Cerai;S1;2;Jawa;Freelance;14;17067941;15517100;229263187;130050976;Sewa;Baik;732;1;Konsumtif;194829368;12;Layak
908;64;Laki-laki;Menikah;S1;2;Sulawesi;PNS;8;7709939;4451200;393104167;61915405;Milik Sendiri;Baik;491;3;Renovasi Rumah;197686052;48;Layak
909;29;Laki-laki;Lajang;D3;3;Jawa;PNS;26;13731637;6691758;688057763;46854556;Milik Sendiri;Buruk;418;4;Renovasi Rumah;41977421;84;Layak
910;23;Laki-laki;Lajang;SMA;0;Bali;Wirausaha;14;6741570;2505269;96450486;142405648;Milik Sendiri;Cukup;301;3;Modal Usaha;47709229;60;Tidak Layak
911;38;Perempuan;Menikah;D3;0;Sumatera;Swasta;6;10586771;4157382;564812028;36247595;Menumpang;Cukup;622;5;Modal Usaha;13683709;48;Layak
912;37;Perempuan;Menikah;S1;2;Bali;Freelance;14;5323080;2018874;183351467;989819;Milik Sendiri;Cukup;369;1;Kesehatan;177051130;84;Tidak Layak
913;29;Laki-laki;Duda/Janda;S1;3;Jawa;Freelance;28;5000999;2994309;84244550;110817285;Milik Sendiri;Cukup;518;5;Renovasi Rumah;166391990;60;Tidak Layak
914;20;Perempuan;Menikah;S1;5;Sulawesi;Swasta;14;15504713;8359431;240125694;32821226;Milik Sendiri;Buruk;337;3;Renovasi Rumah;188910394;12;Layak
915;43;Laki-laki;Menikah;SMA;0;Bali;PNS;6;6030141;1867234;126942943;76629448;Sewa;Cukup;669;4;Pendidikan;177681681;36;Tidak Layak
916;22;Laki-laki;Menikah;S1;3;Jawa;Freelance;9;16886243;14225505;129592594;115939612;Milik Sendiri;Buruk;592;4;Modal Usaha;135124768;12;Tidak Layak
917;64;Perempuan;Menikah;D3;5;Jawa;Wirausaha;34;10075852;10073483;792502549;10756473;Milik Sendiri;Baik;679;1;Pendidikan;27844191;60;Layak
918;20;Laki-laki;Cerai;SMA;0;Jawa;PNS;13;6598007;3188738;58097124;103284015;Milik Sendiri;Baik;471;3;Konsumtif;135382821;12;Tidak Layak
919;52;Perempuan;Lajang;SD;1;Jawa;Swasta;3;12488579;11587450;;3626721;Kontrak;Cukup;699;2;Modal Usaha;104335483;48;Layak
920;29;Perempuan;Lajang;S1;5;Sumatera;Swasta;5;10534567;10086927;145099655;99213483;Menumpang;Cukup;447;4;Modal Usaha;121427451;24;Tidak Layak
921;28;Laki-laki;Menikah;SMA;0;Jawa;Swasta;26;9476593;6128878;441680392;124274387;Milik Sendiri;Cukup;836;1;Pendidikan;153462440;60;Tidak Layak
922;59;Perempuan;Lajang;SMA;5;Sulawesi;Wirausaha;20;9880765;9581328;695975544;42211286;Sewa;Cukup;334;3;Investasi;109567408;60;Layak
923;26;Perempuan;Duda/Janda;SMP;5;Kalimantan;Wirausaha;26;17128434;14281538;265411483;28025533;Kontrak;Baik;567;1;Investasi;30671665;36;Layak
924;49;Laki-laki;Lajang;SMP;2;Sulawesi;Tidak Bekerja;;345337;500000;;87722061;Sewa;Baik;537;3;Modal Usaha;183237296;60;Layak
925;47;Perempuan;Menikah;SD;1;Jawa;PNS;20;;3203722;422279856;57150676;Milik Sendiri;Cukup;301;5;Renovasi Rumah;173512284;24;Tidak Layak
926;58;Laki-laki;Menikah;D3;0;Sumatera;Wirausaha;13;1839641;2096091;614219725;83965422;Kontrak;Baik;671;3;Modal Usaha;139400818;60;Layak
927;45;Perempuan;Menikah;SMA;0;Jawa;Swasta;33;15244781;5176475;744249508;52365400;Milik Sendiri;Baik;437;5;Modal Usaha;108291453;60;Layak
928;64;Laki-laki;Menikah;D3;1;Sumatera;Wirausaha;19;8083771;5518255;108351614;113537060;Sewa;Cukup;493;4;Renovasi Rumah;174800210;60;Tidak Layak
929;31;laki-laki;Cerai;D3;2;Sumatera;Swasta;27;7207087;6487979;355092648;83536639;Menumpang;Cukup;444;3;Pendidikan;98437471;84;Tidak Layak
930;30;Perempuan;Menikah;S1;2;Jawa;Wirausaha;14;2822638;2855514;736520882;112832224;Sewa;Baik;536;4;Konsumtif;188478028;60;Layak
931;58;Laki-laki;Menikah;S1;4;Sumatera;Swasta;6;12272597;13891850;183813957;81784822;Kontrak;Cukup;343;2;Modal Usaha;28902809;60;Layak
932;49;Laki-laki;Duda/Janda;SMP;1;Sumatera;Swasta;30;7677562;6003475;249170489;137180697;Sewa;Cukup;468;4;Renovasi Rumah;152346303;84;Tidak Layak
933;27;Laki-laki;Lajang;D3;3;Kalimantan;Wirausaha;3;15256243;8843857;745892671;106725373;Kontrak;Baik;588;4;Modal Usaha;155409890;48;Layak
934;22;Laki-laki;Duda/Janda;SMA;4;Jawa;Swasta;18;6571293;4568777;63277812;121134150;Kontrak;Baik;615;5;Modal Usaha;74939128;60;Layak
935;43;Perempuan;Lajang;SMA;1;Bali;Swasta;17;7374903;2861281;190390904;27652511;Menumpang;Baik;684;1;Renovasi Rumah;170595920;24;Layak
936;60;Laki-laki;Lajang;SMA;0;Sumatera;Swasta;26;3058197;2240415;545269935;2045303;Menumpang;Buruk;315;5;Modal Usaha;144208759;60;Tidak Layak
937;25;Laki-laki;Menikah;SMP;0;Sumatera;Freelance;32;8308433;8072352;594132147;90872612;Menumpang;Cukup;371;3;Renovasi Rumah;32127601;84;Tidak Layak
938;27;Perempuan;Lajang;SMA;2;Sulawesi;Wirausaha;30;2583332;2208522;370794852;88613455;Sewa;Cukup;513;4;Modal Usaha;187115432;24;Tidak Layak
939;34;Perempuan;Menikah;SMA;2;Kalimantan;Wirausaha;16;12615842;9608061;665012891;113481728;Milik Sendiri;Baik;651;3;Kesehatan;182052049;48;Layak
940;57;Perempuan;Lajang;S1;4;Sumatera;Wirausaha;17;10131422;6333442;201585585;62380988;Sewa;Baik;313;2;Pendidikan;166464109;12;Layak
941;48;Perempuan;Lajang;D3;2;Jawa;Swasta;10;17373667;18391847;583345064;122036782;Sewa;Cukup;643;3;Modal Usaha;101379889;84;Layak
942;31;Perempuan;Menikah;SMA;2;Jawa;Swasta;30;4075285;3171682;663747568;90830448;Milik Sendiri;Cukup;354;4;Pendidikan;140530335;48;Layak
943;22;Laki-laki;Lajang;S1;0;Jawa;Wirausaha;6;3682692;3901525;204902851;31689855;Milik Sendiri;Cukup;316;4;Renovasi Rumah;90485911;24;Tidak Layak
944;31;Laki-laki;Lajang;S1;1;Sumatera;PNS;10;13967512;15610112;754426535;54951352;Menumpang;Buruk;386;3;Modal Usaha;78713052;36;Layak
945;25;Laki-laki;Cerai;D3;3;Bali;Swasta;34;17588012;7239424;718561419;129600247;Sewa;Buruk;325;4;Modal Usaha;8339153;24;Layak
946;54;Perempuan;Menikah;S1;2;Sumatera;Swasta;21;15481442;10289542;10072642;85736221;Sewa;Cukup;304;3;Modal Usaha;39727793;48;Layak
947;51;Perempuan;Lajang;D3;5;Jawa;Swasta;2;4023253;1298175;236217042;36279755;Milik Sendiri;Buruk;751;3;Investasi;127092279;60;Tidak Layak
948;49;Perempuan;Lajang;S2;0;Jawa;PNS;28;3821395;3971540;536350941;20916044;Sewa;Baik;745;3;Kesehatan;129546620;36;Layak
949;49;Perempuan;Lajang;D3;0;Jawa;Wirausaha;7;17257298;16657661;735655430;26494547;Sewa;Baik;634;2;Modal Usaha;164282916;24;Layak
950;20;Perempuan;Lajang;SMA;1;Jawa;Swasta;9;10984265;12618410;388751675;;Milik Sendiri;Tidak Ada Riwayat;549;5;Modal Usaha;83845940;84;Tidak Layak
951;37;Perempuan;Lajang;SMA;2;Jawa;Tidak Bekerja;;80124;500000;;21680076;Milik Sendiri;Cukup;591;2;Renovasi Rumah;182510020;12;Tidak Layak
952;28;Laki-laki;Lajang;SMA;3;Sulawesi;Wirausaha;16;17499339;15864730;75555415;71443508;Kontrak;Cukup;482;2;Modal Usaha;138584228;24;Layak
953;46;Laki-laki;Lajang;SMP;5;Jawa;Swasta;18;5327743;4822923;449109948;104190214;Menumpang;Cukup;726;5;Renovasi Rumah;69573247;60;Tidak Layak
954;18;Laki-laki;Lajang;S1;4;Sumatera;Swasta;6;14776314;13215498;60521529;57168741;Kontrak;Baik;622;4;Renovasi Rumah;97425986;12;Layak
955;22;Laki-laki;Menikah;D3;5;NTT/NTB;Swasta;24;2841816;1612098;504583423;115526969;Kontrak;Cukup;584;1;Pendidikan;108355201;48;Tidak Layak
956;43;Laki-laki;Menikah;SMA;3;Sumatera;Tidak Bekerja;;228243;500000;15697787;68388688;Milik Sendiri;Cukup;534;1;Modal Usaha;92099674;48;Tidak Layak
957;47;Perempuan;Duda/Janda;SMA;5;Bali;PNS;6;13897037;16561530;18188339;117689949;Sewa;Baik;505;5;Renovasi Rumah;195280719;24;Layak
